Date,open,high,low,close,adj_close,volume
2000-03-14,319.062012,319.062012,308.536011,308.536011,62.218483,4195296
2000-03-15,285.343994,320.312012,283.852997,311.467010,62.809536,8131072
2000-03-16,300.000000,300.000000,286.549988,286.549988,57.784821,2862784
2000-03-17,null,null,null,null,null,null
2000-03-20,null,null,null,null,null,null
2000-03-21,287.343994,309.475006,265.968994,309.475006,62.407833,7316672
2000-03-22,303.125000,334.234009,296.875000,334.196991,67.393196,4790272
2000-03-23,342.500000,360.625000,317.187988,320.752014,64.681900,7133728
2000-03-24,315.937988,346.250000,315.937988,338.233002,68.207077,6127072
2000-03-27,328.125000,343.718994,321.875000,323.980011,65.332855,4038496
2000-03-28,315.656006,318.750000,301.911011,310.862000,62.687515,4460224
2000-03-29,318.750000,333.750000,317.218994,318.403015,64.208221,3269952
2000-03-30,309.375000,309.375000,293.125000,304.553009,61.415260,3829824
2000-03-31,300.000000,300.000000,280.188995,280.316986,56.527908,4040320
2000-04-03,265.656006,281.250000,257.891998,257.891998,52.005741,1871776
2000-04-04,237.261002,237.261002,237.261002,237.261002,47.845360,200096
2000-04-05,220.343994,256.218994,220.343994,243.677002,49.139191,14174560
2000-04-06,245.375000,263.171997,228.156006,262.977997,53.031380,15029984
2000-04-07,284.016998,284.016998,284.016998,284.016998,57.274033,111200
2000-04-10,306.739014,306.739014,306.739014,306.739014,61.856094,105312
2000-04-11,306.739014,331.278015,282.843994,331.225006,66.793854,13587040
2000-04-12,324.687988,330.406006,312.187988,314.906006,63.503021,8195968
2000-04-13,309.377014,309.377014,289.713989,289.713989,58.422882,1657088
2000-04-14,null,null,null,null,null,null
2000-04-17,266.537994,266.537994,266.537994,266.537994,53.749275,110048
2000-04-18,266.537994,274.968994,245.216003,245.216003,49.449535,7472192
2000-04-19,264.812012,264.812012,225.598007,226.563995,45.688229,12754816
2000-04-20,212.561996,244.311996,208.468994,237.610992,47.915936,18386400
2000-04-21,null,null,null,null,null,null
2000-04-24,243.688004,246.843994,225.311996,230.356003,46.452927,8684032
2000-04-25,225.500000,231.061996,211.927994,224.136002,45.198605,8220032
2000-04-26,241.964005,241.966003,239.093994,241.966003,48.794147,2165024
2000-04-27,249.688004,255.438004,241.966003,249.632996,50.340263,12417536
2000-04-28,253.125000,265.250000,248.593994,253.802002,51.803524,9554848
2000-05-01,null,null,null,null,null,null
2000-05-02,257.812012,264.687988,242.031006,246.352997,50.283123,12791168
2000-05-03,229.688004,246.843994,216.791000,239.028000,48.787998,16444000
2000-05-04,240.311996,257.187988,235.938004,255.610992,52.172752,12558752
2000-05-05,257.187988,272.808014,257.187988,267.687988,54.637798,15411040
2000-05-08,268.718994,273.125000,235.625000,237.431000,48.462040,24199712
2000-05-09,234.406006,248.281006,218.750000,246.125000,50.236580,15607648
2000-05-10,248.438004,249.218994,235.938004,242.529999,49.502800,12065408
2000-05-11,237.811996,237.811996,215.945007,220.654999,45.037888,15874816
2000-05-12,223.438004,228.125000,211.016006,214.403000,43.761795,16087872
2000-05-15,212.656006,224.688004,189.097000,216.852997,44.261868,21630112
2000-05-16,218.718994,221.875000,210.000000,214.496994,43.780972,15053056
2000-05-17,223.955994,231.658005,215.031006,217.589005,44.412090,12476576
2000-05-18,217.188004,218.593994,211.000000,215.557999,43.997547,8164864
2000-05-19,215.630005,215.630005,196.927994,201.761002,41.181446,17894656
2000-05-22,195.561996,195.561996,182.218994,185.593994,37.881596,13838368
2000-05-23,181.251999,192.774994,172.658005,188.011002,38.374931,17212288
2000-05-24,184.406006,191.718994,178.125000,188.977997,38.572289,19433216
2000-05-25,190.311996,197.438004,187.500000,188.723007,38.520252,17127840
2000-05-26,190.156006,191.811996,182.031006,186.822998,38.132439,18109248
2000-05-29,184.750000,186.250000,174.378006,184.104996,37.577679,13320288
2000-05-30,185.156006,197.811996,182.882996,195.841995,39.973305,13139040
2000-05-31,208.718994,219.343994,208.718994,218.710999,44.641094,10948096
2000-06-01,217.188004,222.572998,213.531006,218.552002,44.608643,13427136
2000-06-02,220.000000,240.311996,220.000000,235.444000,48.056469,19570464
2000-06-05,237.500000,263.696991,237.500000,250.061005,51.039955,13947936
2000-06-06,251.625000,255.311996,243.750000,249.113998,50.846649,14447328
2000-06-07,245.311996,252.061996,240.625000,244.893997,49.985313,14274560
2000-06-08,245.156006,249.968994,243.750000,247.091003,50.433743,10121248
2000-06-09,248.434006,255.619995,245.938004,247.970001,50.613163,16077312
2000-06-12,244.531006,249.311996,241.281006,242.630997,49.523411,7290816
2000-06-13,240.660995,245.156006,232.843994,242.826996,49.563419,9720192
2000-06-14,240.281006,248.406006,240.281006,244.158997,49.835297,7902016
2000-06-15,243.811996,262.468994,242.250000,258.822998,52.828358,23890464
2000-06-16,256.281006,265.312012,254.656006,262.208008,53.519287,16004384
2000-06-19,262.500000,270.875000,257.843994,267.678009,54.635765,19674688
2000-06-20,266.718994,279.687988,266.718994,272.779999,55.677120,12611520
2000-06-21,278.125000,278.125000,263.437988,265.648010,54.221416,13753472
2000-06-22,265.625000,268.531006,262.531006,266.019012,54.297131,10856672
2000-06-23,265.500000,265.500000,255.188004,258.101990,52.681194,11010912
2000-06-26,256.252014,256.252014,245.315994,252.598007,51.557777,8755072
2000-06-27,255.593994,259.653015,250.156006,254.921997,52.032127,9951936
2000-06-28,253.125000,258.125000,246.938004,256.774994,52.410347,6080480
2000-06-29,258.406006,270.281006,258.406006,262.203003,53.518265,8433760
2000-06-30,259.562012,260.937988,254.718994,259.700012,53.007359,7702880
2000-07-03,262.187988,269.343994,262.187988,268.235992,54.749645,10617216
2000-07-04,269.375000,274.937988,268.781006,273.433014,55.810406,11198528
2000-07-05,274.625000,275.375000,267.375000,268.764008,54.857430,7912896
2000-07-06,267.656006,267.656006,261.562012,264.632996,54.014229,6846848
2000-07-07,265.308990,269.369995,264.252991,265.239014,54.137928,8111104
2000-07-10,265.937988,267.500000,258.250000,259.269012,52.919392,7795008
2000-07-11,260.406006,266.406006,257.500000,258.539001,52.770397,13481664
2000-07-12,258.593994,262.468994,252.811996,261.298004,53.333530,14592416
2000-07-13,264.000000,266.561005,248.438004,250.973007,51.226109,13738240
2000-07-14,246.876999,251.188004,240.031006,242.813995,49.560776,27425344
2000-07-17,242.188004,244.371994,237.811996,240.393997,49.066818,13262464
2000-07-18,240.531006,240.593994,230.375000,232.955002,47.548431,19053376
2000-07-19,221.893997,233.750000,221.319000,228.908997,46.722610,15385920
2000-07-20,227.843994,230.451996,225.156006,229.602005,46.864059,11289280
2000-07-21,230.451996,234.688004,228.156006,229.666000,46.877132,14160512
2000-07-24,226.938004,226.938004,211.438004,214.119003,43.703838,16942720
2000-07-25,203.125000,226.406006,198.500000,222.451996,45.404675,24614144
2000-07-26,227.125000,228.093994,206.285995,208.003006,42.455490,17086208
2000-07-27,206.250000,214.031006,198.593994,212.100006,43.291718,19939840
2000-07-28,213.281006,220.781006,210.031006,213.916000,43.662399,22091232
2000-07-31,214.061996,215.906006,207.843994,211.289001,43.126202,10810624
2000-08-01,213.750000,215.561996,209.768997,210.880005,43.042717,11902752
2000-08-02,207.000000,208.061996,202.656006,207.097000,42.270576,13495808
2000-08-03,205.625000,205.625000,196.875000,201.580994,41.144699,13487136
2000-08-04,200.343994,207.156006,195.488007,197.662994,40.344990,22603168
2000-08-07,199.031006,202.811996,197.500000,201.212006,41.069374,12418464
2000-08-08,202.811996,233.408005,202.811996,233.102005,47.578449,37985760
2000-08-09,240.311996,245.000000,235.156006,236.613998,48.295288,22594208
2000-08-10,234.688004,239.811996,225.666000,227.205002,46.374813,17494464
2000-08-11,226.156006,234.218994,222.968994,226.110992,46.151535,25981504
2000-08-14,227.968994,229.593994,224.093994,227.516006,46.438293,15462592
2000-08-15,null,null,null,null,null,null
2000-08-16,232.031006,243.406006,231.593994,241.727997,49.339096,21145472
2000-08-17,242.750000,244.500000,235.311996,236.307999,48.232822,11795648
2000-08-18,236.005997,250.466995,236.005997,249.091003,50.841972,37631584
2000-08-21,249.968994,252.625000,243.781006,248.934006,50.809929,21579456
2000-08-22,249.531006,268.843994,249.531006,259.244995,52.914490,21408352
2000-08-23,254.468994,256.556000,250.031006,251.432999,51.320000,12898464
2000-08-24,250.000000,258.593994,248.781006,256.595001,52.373581,18415232
2000-08-25,258.593994,259.997009,253.125000,254.869995,52.021523,17874560
2000-08-28,254.375000,256.250000,242.968994,243.684006,49.738342,12938240
2000-08-29,242.188995,247.188004,239.718994,245.044998,50.016136,15929056
2000-08-30,243.781006,249.061996,243.750000,245.380997,50.084721,12452512
2000-08-31,244.531006,264.687988,244.080002,260.212006,53.111881,46535616
2000-09-01,null,null,null,null,null,null
2000-09-04,262.500000,271.875000,262.500000,269.044006,54.914581,21858112
2000-09-05,269.375000,270.281006,264.843994,266.627991,54.421452,12737184
2000-09-06,262.875000,264.656006,258.438995,261.265991,53.326988,13358656
2000-09-07,258.906006,264.000000,256.908997,261.191010,53.311703,16202496
2000-09-08,262.187988,269.968994,262.187988,268.209015,54.744133,25787648
2000-09-11,268.750000,275.781006,265.312012,271.304993,55.376068,26770784
2000-09-12,271.875000,278.562012,267.816010,276.294006,56.394367,28246976
2000-09-13,275.250000,279.656006,271.093994,272.377991,55.595058,28491648
2000-09-14,272.656006,276.093994,261.281006,268.485992,54.800674,41572352
2000-09-15,265.968994,269.500000,264.062012,265.556000,54.202629,27013024
2000-09-18,264.125000,264.125000,248.906006,250.207993,51.069946,26985248
2000-09-19,247.031006,248.281006,231.561996,238.804993,48.742481,26132992
2000-09-20,245.311996,249.218994,236.718994,243.636993,49.728752,11485088
2000-09-21,242.093994,242.531006,235.938004,236.867004,48.346920,10540832
2000-09-22,235.188004,235.188004,217.968994,220.037994,44.911964,25708064
2000-09-25,229.031006,237.641006,228.125000,235.660995,48.100761,18246336
2000-09-26,239.061996,239.061996,224.753006,226.494003,46.229698,16851488
2000-09-27,225.000000,235.000000,219.561996,233.160995,47.590485,21322368
2000-09-28,232.531006,237.343994,226.613007,230.524994,47.052452,16895552
2000-09-29,231.656006,234.688004,228.938004,230.039001,46.953266,14624672
2000-10-02,null,null,null,null,null,null
2000-10-03,228.906006,237.811996,223.438004,233.455994,47.650707,20829760
2000-10-04,228.125000,240.375000,228.125000,239.115997,48.805946,22479840
2000-10-05,237.031006,241.406006,233.875000,234.908005,47.947083,20689920
2000-10-06,233.750000,236.712006,226.287994,235.442001,48.056053,33121952
2000-10-09,234.375000,234.722000,229.718994,231.061005,47.161877,16408384
2000-10-10,232.781006,235.593994,226.093994,229.401993,46.823242,30773024
2000-10-11,221.875000,223.406006,212.031006,212.951996,43.465626,32367584
2000-10-12,212.188004,214.059006,204.875000,212.315994,43.335831,34858048
2000-10-13,210.000000,210.000000,202.501999,203.654999,41.568024,31856256
2000-10-16,204.968994,219.947006,202.188004,203.792007,41.595993,31004768
2000-10-17,202.406006,205.531006,196.406006,202.007996,41.231850,31769312
2000-10-18,198.748001,199.619995,191.251999,194.688995,39.737972,26990080
2000-10-19,193.938004,210.250000,191.250000,208.354996,42.527336,33378464
2000-10-20,212.500000,224.681000,212.500000,222.619995,45.438965,39636224
2000-10-23,222.337006,223.125000,212.666000,214.697006,43.821804,25656448
2000-10-24,213.500000,221.520004,210.000000,219.382996,44.778275,23800672
2000-10-25,226.531006,227.811996,223.438004,224.468994,46.344479,22960224
2000-10-26,223.125000,224.996994,220.561996,223.188004,46.080017,4840672
2000-10-27,224.031006,226.531006,222.906006,225.029999,46.460312,10273760
2000-10-30,226.218994,226.468994,220.811996,222.235992,45.883465,10332032
2000-10-31,221.908997,224.188004,218.000000,222.904999,46.021576,14061120
2000-11-01,229.684006,230.250000,226.871994,228.216003,47.118118,14135584
2000-11-02,228.750000,232.750000,228.750000,231.481003,47.792194,16991200
2000-11-03,232.188004,237.781006,230.625000,236.561996,48.841232,21234880
2000-11-06,236.531006,239.218994,234.688004,237.490997,49.033043,18128032
2000-11-07,235.968994,241.802002,234.548004,240.966995,49.750725,17810752
2000-11-08,240.625000,250.438004,239.875000,248.483994,51.302685,25756192
2000-11-09,247.531006,251.121994,246.125000,247.613007,51.122871,17435584
2000-11-10,247.188995,248.093994,241.093994,241.815994,49.926010,15886656
2000-11-13,241.561996,241.561996,228.595001,230.028000,47.492199,21049536
2000-11-14,228.968994,240.250000,228.938004,239.026993,49.350163,16941568
2000-11-15,243.281006,245.311996,236.688004,237.738998,49.084236,16446496
2000-11-16,237.531006,240.468994,235.031006,235.843994,48.692989,11880384
2000-11-17,234.718994,239.656006,230.688004,238.639008,49.270061,16375456
2000-11-20,240.000000,241.218994,237.625000,239.253006,49.396847,10596320
2000-11-21,238.438004,239.684006,235.940994,238.528000,49.247147,13318464
2000-11-22,242.218994,243.031006,231.718994,232.867004,48.078362,24750528
2000-11-23,231.438004,233.906006,228.656006,232.408005,47.983597,11902016
2000-11-24,233.093994,234.593994,231.593994,233.072006,48.120689,12093600
2000-11-27,234.311996,237.184006,233.602997,236.651993,48.859821,16300512
2000-11-28,236.250000,236.250000,231.875000,232.998001,48.105404,13851968
2000-11-29,230.270004,232.156006,227.531006,230.684006,47.627659,16152608
2000-11-30,230.938004,231.209000,223.750000,224.505005,46.351933,22843936
2000-12-01,223.438004,229.214005,220.343994,227.759003,47.023758,27091232
2000-12-04,228.438004,228.718994,223.750000,224.447998,46.340160,14883104
2000-12-05,224.531006,226.188004,221.291000,224.421997,46.334797,21726816
2000-12-06,237.500000,237.500000,227.531006,228.268997,47.129036,20784928
2000-12-07,226.875000,229.188004,225.938995,227.710999,47.013851,11853472
2000-12-08,226.916000,231.834000,226.916000,230.992004,47.691254,19553856
2000-12-11,231.093994,234.250000,230.061996,233.429993,48.194603,19564384
2000-12-12,233.750000,236.875000,231.718994,232.921997,48.089718,17460992
2000-12-13,234.341003,251.309006,233.434006,238.209000,49.181293,26047200
2000-12-14,238.281006,238.600006,234.376999,235.324997,48.585842,13873504
2000-12-15,235.468994,235.468994,224.147003,225.074997,46.469589,25247072
2000-12-18,222.072998,223.061996,216.811996,221.690994,45.770927,21177088
2000-12-19,221.561996,221.561996,214.421997,215.292007,44.449787,23279776
2000-12-20,212.343994,212.343994,205.156006,207.535995,42.848457,30242592
2000-12-21,206.311996,206.311996,194.843994,196.134003,40.494370,28975488
2000-12-22,196.712006,196.712006,180.626999,181.626999,37.499210,44096576
2000-12-25,null,null,null,null,null,null
2000-12-26,180.468994,183.593994,171.250000,172.501999,35.615227,43590144
2000-12-27,173.000000,180.156006,169.438004,171.507996,35.410015,46665504
2000-12-28,172.811996,177.500000,171.608994,173.356003,35.791557,34226528
2000-12-29,172.500000,179.688004,169.757996,177.940994,36.738182,44664864
2001-01-01,178.281006,181.246994,173.750000,174.800003,36.089687,29990624
2001-01-02,175.031006,179.061996,171.875000,177.526993,36.652714,34383936
2001-01-03,175.000000,176.561996,171.365997,175.447006,36.223282,32062976
2001-01-04,175.938004,193.438004,175.938004,190.667007,39.365635,35596480
2001-01-05,190.593994,199.968994,189.311996,199.419006,41.172592,33970944
2001-01-08,197.250000,198.281006,185.343994,187.020004,38.612667,38114752
2001-01-09,185.500000,189.843994,182.380997,185.246994,38.246597,32436512
2001-01-10,187.503006,188.397003,176.005005,177.065994,36.557537,45775168
2001-01-11,177.343994,179.375000,172.593994,173.386002,35.797756,34221280
2001-01-12,173.750000,182.811996,173.507996,181.270004,37.425507,46041792
2001-01-15,182.031006,194.207993,181.875000,192.792007,39.804367,51422976
2001-01-16,193.434006,194.968994,188.628006,190.569000,39.345406,20610912
2001-01-17,198.438004,198.718994,194.069000,196.807999,40.633511,25607264
2001-01-18,197.656006,202.656006,197.656006,200.947006,41.488068,21637248
2001-01-19,201.500000,212.332993,201.500000,210.936005,43.550426,28044768
2001-01-22,212.343994,216.406006,211.000000,213.643997,44.109524,23352288
2001-01-23,211.908005,212.809006,208.753006,211.126999,43.589878,16408640
2001-01-24,212.188004,214.061996,210.033997,213.397003,44.058537,20351584
2001-01-25,212.533005,213.746994,207.822998,212.097000,43.790142,15170784
2001-01-26,null,null,null,null,null,null
2001-01-29,210.968994,210.968994,202.031006,207.369995,42.814190,16419904
2001-01-30,208.438004,216.865997,208.438004,215.268997,44.445023,16417696
2001-01-31,214.136002,215.531006,211.311996,212.272995,43.826477,16472576
2001-02-01,211.281006,211.906006,207.195007,210.981003,43.559708,16496224
2001-02-02,210.188004,215.938004,210.173004,214.488998,44.283985,18466944
2001-02-05,213.593994,213.593994,207.531006,208.274994,43.001030,13638240
2001-02-06,207.882996,210.311996,207.531006,208.580002,43.063999,10717888
2001-02-07,210.000000,210.000000,201.876999,203.014008,41.914829,17902944
2001-02-08,201.718994,204.968994,198.470001,204.242004,42.168369,17229120
2001-02-09,203.438004,204.438004,200.001999,200.789001,41.455456,13530752
2001-02-12,200.061996,200.061996,196.406006,199.031006,41.092491,13642112
2001-02-13,199.688004,203.438004,197.880997,199.177994,41.122833,14663840
2001-02-14,197.983994,200.000000,196.955002,199.011002,41.088367,10725888
2001-02-15,198.477997,203.740997,198.438004,202.988007,41.909470,14954720
2001-02-16,203.843994,204.438004,195.000000,196.705002,40.612251,20103328
2001-02-19,195.000000,198.188004,192.705994,196.757996,40.623188,15168352
2001-02-20,197.031006,197.968994,194.875000,195.677002,40.400002,11522848
2001-02-21,193.750000,193.750000,183.125000,184.666000,38.126640,32655168
2001-02-22,184.061996,184.061996,173.593994,181.052994,37.380699,27243456
2001-02-23,180.625000,182.438004,174.703003,175.705994,36.276749,23496000
2001-02-26,176.250000,181.218994,175.311996,178.867004,36.929382,20201088
2001-02-27,178.656006,181.218994,173.009003,176.085999,36.355213,25431040
2001-02-28,175.787994,198.438004,173.593994,195.052002,40.270969,38947584
2001-03-01,195.311996,195.311996,173.125000,176.962006,36.536060,31682656
2001-03-02,179.688004,184.218994,153.281006,155.009003,32.003582,37414784
2001-03-05,153.160995,156.093994,144.061996,149.820007,30.932251,40641408
2001-03-06,null,null,null,null,null,null
2001-03-07,156.522003,163.125000,151.781006,162.264008,33.501472,34168896
2001-03-08,163.906006,165.938004,156.718994,160.350006,33.106308,18036544
2001-03-09,157.500000,157.500000,147.522003,153.434006,31.678408,15593184
2001-03-12,151.561996,152.688004,136.880997,139.082993,28.715462,14347872
2001-03-13,135.968994,146.843994,117.661003,131.005005,27.047647,21870016
2001-03-14,134.688004,149.968994,132.190994,147.548004,30.463165,13967680
2001-03-15,144.375000,153.750000,141.561996,152.248001,31.433546,13254144
2001-03-16,152.968994,156.093994,144.125000,146.865997,30.322365,13108736
2001-03-19,144.750000,148.438004,135.660995,139.238998,28.747660,13304672
2001-03-20,138.908997,142.968994,132.220001,136.442001,28.170193,10796256
2001-03-21,133.750000,142.750000,125.655998,139.985992,28.901892,16351488
2001-03-22,139.218994,139.843994,132.438004,134.636993,27.797516,11325312
2001-03-23,134.688004,138.750000,125.000000,131.647003,27.180206,17441088
2001-03-26,129.843994,135.811996,128.914001,134.940994,27.860292,10137888
2001-03-27,133.875000,148.625000,132.822998,145.561996,30.053125,20146592
2001-03-28,151.561996,153.906006,146.000000,147.153000,30.381618,14591680
2001-03-29,145.552994,145.552994,136.725006,137.839005,28.458618,15778624
2001-03-30,136.718994,136.718994,126.905998,127.616997,26.348156,15249472
2001-04-02,126.938004,130.281006,117.407997,128.526993,26.536039,20166624
2001-04-03,126.750000,130.561996,123.938004,127.328003,26.288492,14423616
2001-04-04,123.438004,123.438004,119.688004,122.324997,25.255554,10385728
2001-04-05,null,null,null,null,null,null
2001-04-06,123.438004,132.110992,123.438004,125.908997,25.995514,16024224
2001-04-09,123.438004,125.469002,120.384003,124.070000,25.615837,7955520
2001-04-10,125.000000,126.530998,114.144997,119.626999,24.698524,17636960
2001-04-11,125.469002,128.072998,100.487999,100.487999,20.747028,20600320
2001-04-12,92.448402,94.906197,84.409401,89.418701,18.461634,40018304
2001-04-13,null,null,null,null,null,null
2001-04-16,88.281197,96.562500,86.750000,95.676598,19.753649,21945632
2001-04-17,95.976601,98.812500,91.593803,95.489098,19.714943,20324000
2001-04-18,96.468803,110.766998,95.593803,110.766998,22.869261,21695904
2001-04-19,118.438004,128.490997,113.750000,119.509003,24.674162,24795936
2001-04-20,121.094002,124.811996,115.969002,119.330002,24.637199,15703072
2001-04-23,119.219002,119.609001,114.719002,116.213997,23.993864,10738112
2001-04-24,114.236000,122.469002,111.601997,120.129997,24.802374,13849344
2001-04-25,121.905998,124.500000,117.972000,120.178001,24.812281,13065984
2001-04-26,120.125000,124.375000,113.476997,114.830002,23.708111,12567840
2001-04-27,113.469002,113.469002,100.000000,101.514000,22.423416,18463040
2001-04-30,102.500000,117.459000,101.938004,115.905998,25.602472,17568480
2001-05-01,null,null,null,null,null,null
2001-05-02,121.155998,128.432999,120.000000,123.289001,27.233303,21001728
2001-05-03,121.905998,122.808998,118.002998,118.830002,26.248356,15840352
2001-05-04,118.203003,120.530998,114.734001,119.428001,26.380447,15538432
2001-05-07,120.311996,125.778000,120.311996,124.797997,27.566626,15253824
2001-05-08,124.219002,126.155998,122.219002,124.022003,27.395216,11791968
2001-05-09,125.070000,128.031006,119.688004,120.720001,26.665846,18845824
2001-05-10,120.078003,123.278000,117.188004,120.606003,26.640648,16537984
2001-05-11,119.061996,122.311996,118.155998,121.511002,26.840561,12236640
2001-05-14,121.097000,124.366997,118.941002,121.209000,26.773851,11110528
2001-05-15,121.125000,122.811996,112.706001,121.953003,26.938192,14955968
2001-05-16,123.094002,124.625000,117.969002,119.466003,26.388832,13240640
2001-05-17,118.750000,123.125000,118.750000,121.873001,26.920519,14312320
2001-05-18,123.094002,125.219002,122.259003,123.391998,27.256056,17072384
2001-05-21,124.061996,124.969002,122.969002,123.541000,27.288960,9660992
2001-05-22,123.405998,125.655998,123.405998,124.168999,27.427685,11882112
2001-05-23,124.030998,132.656006,123.627998,131.949997,29.146431,27619072
2001-05-24,131.253006,133.281006,129.718994,130.022003,28.720545,18921536
2001-05-25,130.319000,132.000000,129.250000,130.477997,28.821280,13082016
2001-05-28,130.776993,135.244003,129.688004,133.875000,29.571638,15071136
2001-05-29,134.343994,135.000000,131.940994,132.701996,29.312532,9407456
2001-05-30,130.625000,132.393997,122.085999,122.765999,27.117771,20080864
2001-05-31,117.188004,120.000000,115.625000,117.884003,26.039391,16768992
2001-06-01,118.280998,119.688004,116.734001,117.380997,25.928276,14152384
2001-06-04,118.125000,118.435997,112.501999,113.057999,24.973372,14791200
2001-06-05,112.500000,120.125000,111.877998,118.511002,26.177885,24208736
2001-06-06,124.844002,124.844002,118.127998,118.928001,26.270004,13512640
2001-06-07,118.125000,121.844002,115.655998,120.851997,26.694990,18436896
2001-06-08,121.844002,123.875000,120.359001,123.209000,27.215624,18413376
2001-06-11,122.438004,122.500000,118.321999,118.997002,26.285242,13772064
2001-06-12,118.469002,120.188004,117.188004,119.847000,26.472988,13204576
2001-06-13,120.311996,121.750000,118.518997,119.902000,26.485149,15388384
2001-06-14,119.113998,119.655998,116.759003,118.772003,26.235542,14416928
2001-06-15,118.155998,118.155998,105.344002,106.394997,23.501585,33367328
2001-06-18,105.625000,107.344002,98.073402,104.169998,23.010107,25167104
2001-06-19,106.250000,109.000000,103.780998,108.247002,23.910679,22088224
2001-06-20,107.811996,107.811996,103.286003,105.119003,23.219732,20666432
2001-06-21,105.469002,107.969002,104.692001,106.445000,23.512634,16374560
2001-06-22,106.750000,107.750000,105.030998,107.259003,23.692438,14005600
2001-06-25,106.594002,106.594002,101.938004,104.162003,23.008333,26608416
2001-06-26,103.438004,115.821999,102.688004,112.180000,24.779436,28811840
2001-06-27,113.405998,113.405998,107.844002,110.678001,24.447655,19253600
2001-06-28,110.375000,114.219002,108.905998,112.932999,24.945763,18937152
2001-06-29,113.750000,118.750000,113.750000,117.144997,25.876163,20310592
2001-07-02,119.061996,119.061996,110.938004,116.682999,25.774107,5174592
2001-07-03,112.500000,112.625000,100.000000,102.921997,22.734430,18366304
2001-07-04,100.750000,111.250000,100.750000,108.379997,23.940054,18770144
2001-07-05,109.844002,111.219002,105.750000,108.916000,24.058453,14410752
2001-07-06,107.375000,116.178001,105.848000,113.724998,25.120712,27920224
